com_intellij_FileSetTestCase$ActualTest.java/[CN]/	com_intellij_testFramework_LightPlatformTestCase.java/[CN]/
com_siyeh_ig_migration_TryWithIdenticalCatchesInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_TryWithIdenticalCatchesInspection$CollapseCatchSectionsFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_TryWithIdenticalCatchesInspection$TryWithIdenticalCatchesVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_UnnecessaryBoxingInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_UnnecessaryBoxingInspection$UnnecessaryBoxingFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_UnnecessaryBoxingInspection$UnnecessaryBoxingVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_UnnecessaryUnboxingInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_UnnecessaryUnboxingInspection$UnnecessaryUnboxingFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_UnnecessaryUnboxingInspection$UnnecessaryUnboxingVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_migration_WhileCanBeForeachInspection.java/[CN]/	com_siyeh_ig_migration_WhileCanBeForeachInspectionBase.java/[CN]/
com_siyeh_ig_migration_WhileCanBeForeachInspection$WhileCanBeForeachFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_migration_WhileCanBeForeachInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_migration_WhileCanBeForeachInspectionBase$WhileCanBeForeachVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_modularization_ClassIndependentOfModuleInspection.java/[CN]/	com_siyeh_ig_BaseGlobalInspection.java/[CN]/
com_siyeh_ig_modularization_ClassOnlyUsedInOneModuleInspection.java/[CN]/	com_siyeh_ig_BaseGlobalInspection.java/[CN]/
com_siyeh_ig_modularization_ModuleWithTooFewClassesInspection.java/[CN]/	com_siyeh_ig_BaseGlobalInspection.java/[CN]/
com_siyeh_ig_modularization_ModuleWithTooManyClassesInspection.java/[CN]/	com_siyeh_ig_BaseGlobalInspection.java/[CN]/
com_siyeh_ig_naming_AbstractClassNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_AbstractClassNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_AbstractClassNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_AbstractClassNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_AnnotationNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_AnnotationNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_AnnotationNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_AnnotationNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_BooleanMethodNameMustStartWithQuestionInspection.java/[CN]/	com_siyeh_ig_naming_BooleanMethodNameMustStartWithQuestionInspectionBase.java/[CN]/
com_siyeh_ig_naming_BooleanMethodNameMustStartWithQuestionInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_BooleanMethodNameMustStartWithQuestionInspectionBase$BooleanMethodNameMustStartWithQuestionVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_ClassNamePrefixedWithPackageNameInspection.java/[CN]/	com_siyeh_ig_naming_ClassNamePrefixedWithPackageNameInspectionBase.java/[CN]/
com_siyeh_ig_naming_ClassNamePrefixedWithPackageNameInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_ClassNamePrefixedWithPackageNameInspectionBase$ClassNameBePrefixedWithPackageNameVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_ClassNameSameAsAncestorNameInspection.java/[CN]/	com_siyeh_ig_naming_ClassNameSameAsAncestorNameInspectionBase.java/[CN]/
com_siyeh_ig_naming_ClassNameSameAsAncestorNameInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_ClassNameSameAsAncestorNameInspectionBase$ClassNameSameAsAncestorNameVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_ClassNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_ClassNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_ClassNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_ClassNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_ConfusingMainMethodInspection.java/[CN]/	com_siyeh_ig_naming_ConfusingMainMethodInspectionBase.java/[CN]/
com_siyeh_ig_naming_ConfusingMainMethodInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_ConfusingMainMethodInspectionBase$ConfusingMainMethodVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_ConstantNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_ConstantNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_ConstantNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_ConstantNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_ConventionInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_DollarSignInNameInspection.java/[CN]/	com_siyeh_ig_naming_DollarSignInNameInspectionBase.java/[CN]/
com_siyeh_ig_naming_DollarSignInNameInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_DollarSignInNameInspectionBase$DollarSignInNameVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_EnumeratedClassNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_EnumeratedClassNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_EnumeratedClassNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_EnumeratedClassNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_EnumeratedConstantNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_EnumeratedConstantNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_EnumeratedConstantNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_EnumeratedConstantNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_ExceptionNameDoesntEndWithExceptionInspection.java/[CN]/	com_siyeh_ig_naming_ExceptionNameDoesntEndWithExceptionInspectionBase.java/[CN]/
com_siyeh_ig_naming_ExceptionNameDoesntEndWithExceptionInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_ExceptionNameDoesntEndWithExceptionInspectionBase$ExceptionNameDoesntEndWithExceptionVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_InstanceMethodNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_InstanceMethodNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_InstanceMethodNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_InstanceMethodNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_InstanceVariableNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_InstanceVariableNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_InstanceVariableNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_InstanceVariableNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_InterfaceNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_InterfaceNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_InterfaceNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_InterfaceNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_LambdaParameterNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_LambdaParameterNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_LambdaParameterNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_LambdaParameterNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_LambdaUnfriendlyMethodOverloadInspection.java/[CN]/	com_siyeh_ig_naming_LambdaUnfriendlyMethodOverloadInspectionBase.java/[CN]/
com_siyeh_ig_naming_LambdaUnfriendlyMethodOverloadInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_LambdaUnfriendlyMethodOverloadInspectionBase$LambdaUnfriendlyMethodOverloadVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_LocalVariableNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_LocalVariableNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_LocalVariableNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_LocalVariableNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_MethodNameSameAsClassNameInspection.java/[CN]/	com_siyeh_ig_naming_MethodNameSameAsClassNameInspectionBase.java/[CN]/
com_siyeh_ig_naming_MethodNameSameAsClassNameInspection$MethodNameSameAsClassNameFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_naming_MethodNameSameAsClassNameInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_MethodNameSameAsClassNameInspectionBase$MethodNameSameAsClassNameVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_MethodNameSameAsParentNameInspection.java/[CN]/	com_siyeh_ig_naming_MethodNameSameAsParentNameInspectionBase.java/[CN]/
com_siyeh_ig_naming_MethodNameSameAsParentNameInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_MethodNameSameAsParentNameInspectionBase$MethodNameSameAsParentClassNameVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_MethodNamesDifferOnlyByCaseInspection.java/[CN]/	com_siyeh_ig_naming_MethodNamesDifferOnlyByCaseInspectionBase.java/[CN]/
com_siyeh_ig_naming_MethodNamesDifferOnlyByCaseInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_MethodNamesDifferOnlyByCaseInspectionBase$MethodNamesDifferOnlyByCaseVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_NativeMethodNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_NativeMethodNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_NativeMethodNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_NativeMethodNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_NonBooleanMethodNameMayNotStartWithQuestionInspection.java/[CN]/	com_siyeh_ig_naming_NonBooleanMethodNameMayNotStartWithQuestionInspectionBase.java/[CN]/
com_siyeh_ig_naming_NonBooleanMethodNameMayNotStartWithQuestionInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_NonBooleanMethodNameMayNotStartWithQuestionInspectionBase$NonBooleanMethodNameMayNotStartWithQuestionVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_NonExceptionNameEndsWithExceptionInspection.java/[CN]/	com_siyeh_ig_naming_NonExceptionNameEndsWithExceptionInspectionBase.java/[CN]/
com_siyeh_ig_naming_NonExceptionNameEndsWithExceptionInspection$ExtendExceptionFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_naming_NonExceptionNameEndsWithExceptionInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_NonExceptionNameEndsWithExceptionInspectionBase$NonExceptionNameEndsWithExceptionVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_OverloadedMethodsWithSameNumberOfParametersInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_OverloadedMethodsWithSameNumberOfParametersInspection$OverloadedMethodsWithSameNumberOfParametersVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_OverloadedVarargsMethodInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_OverloadedVarargsMethodInspection$OverloadedVarargMethodVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_PackageNamingConventionInspection.java/[CN]/	com_siyeh_ig_BaseGlobalInspection.java/[CN]/
com_siyeh_ig_naming_PackageNamingConventionInspection$LocalPackageNamingConventionInspection.java/[CN]/	com_siyeh_ig_BaseSharedLocalInspection.java/[CN]/
com_siyeh_ig_naming_PackageNamingConventionInspection$LocalPackageNamingConventionInspection$1.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_ParameterNameDiffersFromOverriddenParameterInspection.java/[CN]/	com_siyeh_ig_naming_ParameterNameDiffersFromOverriddenParameterInspectionBase.java/[CN]/
com_siyeh_ig_naming_ParameterNameDiffersFromOverriddenParameterInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_ParameterNameDiffersFromOverriddenParameterInspectionBase$ParameterNameDiffersFromOverriddenParameterVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_ParameterNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_ParameterNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_ParameterNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_ParameterNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_QuestionableNameInspection.java/[CN]/	com_siyeh_ig_naming_QuestionableNameInspectionBase.java/[CN]/
com_siyeh_ig_naming_QuestionableNameInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_QuestionableNameInspectionBase$QuestionableNameVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_StandardVariableNamesInspection.java/[CN]/	com_siyeh_ig_naming_StandardVariableNamesInspectionBase.java/[CN]/
com_siyeh_ig_naming_StandardVariableNamesInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_StandardVariableNamesInspectionBase$StandardVariableNamesVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_StaticMethodNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_StaticMethodNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_StaticMethodNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_StaticMethodNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_StaticVariableNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_StaticVariableNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_StaticVariableNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_StaticVariableNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_TypeParameterNamingConventionInspection.java/[CN]/	com_siyeh_ig_naming_TypeParameterNamingConventionInspectionBase.java/[CN]/
com_siyeh_ig_naming_TypeParameterNamingConventionInspectionBase.java/[CN]/	com_siyeh_ig_naming_ConventionInspection.java/[CN]/
com_siyeh_ig_naming_TypeParameterNamingConventionInspectionBase$NamingConventionsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_naming_UpperCaseFieldNameNotConstantInspection.java/[CN]/	com_siyeh_ig_naming_UpperCaseFieldNameNotConstantInspectionBase.java/[CN]/
com_siyeh_ig_naming_UpperCaseFieldNameNotConstantInspectionBase.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_naming_UpperCaseFieldNameNotConstantInspectionBase$UpperCaseFieldNameNotConstantVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_BadOddnessInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_BadOddnessInspection$BadOddnessVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_BigDecimalEqualsInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_BigDecimalEqualsInspection$BigDecimalEqualsFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_numeric_BigDecimalEqualsInspection$BigDecimalEqualsVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_BigDecimalMethodWithoutRoundingCalledInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_BigDecimalMethodWithoutRoundingCalledInspection$BigDecimalMethodWithoutRoundingCalledVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_CachedNumberConstructorCallInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_CachedNumberConstructorCallInspection$CachedNumberConstructorCallFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_numeric_CachedNumberConstructorCallInspection$LongConstructorVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_CastThatLosesPrecisionInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_CastThatLosesPrecisionInspection$CastThatLosesPrecisionVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_CharUsedInArithmeticContextInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_CharUsedInArithmeticContextInspection$CharUsedInArithmeticContentCastFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_numeric_CharUsedInArithmeticContextInspection$CharUsedInArithmeticContentFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_numeric_CharUsedInArithmeticContextInspection$CharUsedInArithmeticContextVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_ComparisonOfShortAndCharInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_ComparisonOfShortAndCharInspection$ComparisonOfShortAndCharVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_ComparisonToNaNInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_ComparisonToNaNInspection$ComparisonToNaNFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_numeric_ComparisonToNaNInspection$ComparisonToNaNVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_ConfusingFloatingPointLiteralInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_ConfusingFloatingPointLiteralInspection$ConfusingFloatingPointLiteralFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_numeric_ConfusingFloatingPointLiteralInspection$ConfusingFloatingPointLiteralVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_ConstantMathCallInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_ConstantMathCallInspection$ConstantMathCallVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_ConstantMathCallInspection$MakeStrictFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_numeric_ConvertOctalLiteralToDecimalFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_numeric_DivideByZeroInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_DivideByZeroInspection$DivisionByZeroVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_DoubleLiteralMayBeFloatLiteralInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_DoubleLiteralMayBeFloatLiteralInspection$DoubleLiteralMayBeFloatLiteralFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
com_siyeh_ig_numeric_DoubleLiteralMayBeFloatLiteralInspection$DoubleLiteralMayBeFloatLiteralVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_FloatingPointEqualityInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_FloatingPointEqualityInspection$FloatingPointEqualityComparisonVisitor.java/[CN]/	com_siyeh_ig_BaseInspectionVisitor.java/[CN]/
com_siyeh_ig_numeric_ImplicitNumericConversionInspection.java/[CN]/	com_siyeh_ig_BaseInspection.java/[CN]/
com_siyeh_ig_numeric_ImplicitNumericConversionInspection$ImplicitNumericConversionFix.java/[CN]/	com_siyeh_ig_InspectionGadgetsFix.java/[CN]/
